Year,Species,Pounds,Value,Dealers,Trips,Participants,Vessels,Licenses,CONF
2011,Eels,63229.00,124380.01,29,223,69,74,72,
2011,"Finfish, Other",716997.37,560685.94,228,15576,1193,1293,1236,
2011,Gizzard Shad,101025.00,5051.25,12,866,75,68,80,
2011,Groupers,408507.19,1462988.92,38,1394,102,105,104,
2011,Hard Clams,295466.46,1896626.92,101,17597,565,419,595,
2011,Hickory Shad,85226.00,23631.91,46,1692,232,233,234,
2011,Hog Snapper,10792.56,37687.91,14,132,27,28,28,
2011,King Mackerel,408161.51,1062081.35,49,1416,245,252,258,
2011,Kingfishes,486852.76,520412.85,138,5028,608,657,623,
2011,Menhaden,3530003.06,336530.84,71,1905,294,312,300,
2011,Monkfish/Goosefish,38892.00,48701.61,19,234,76,81,80,
2011,Oyster,800543.17,4486741.19,178,22641,1115,932,1156,
2011,Porgies,89611.84,133026.69,31,992,92,96,95,
2011,Red Drum,91979.74,166966.03,127,5187,550,595,561,
2011,River Herring,1611.00,1611.00,8,30,16,14,18,
2011,Scup,308907.00,126874.54,12,81,45,48,47,
2011,Sea bass,272280.42,627824.98,44,588,158,166,165,
2011,Sharks,584238.20,327801.84,28,956,128,131,129,
2011,"Sharks, Dogfishes",3799174.50,784925.17,23,1819,208,213,213,
2011,"Shellfish, Other",1491159.50,1354122.76,136,6305,547,531,567,
2011,"Shrimp, Brown",4337643.21,8683029.67,176,3892,353,372,367,
2011,"Shrimp, Pink",2294.60,3490.31,6,43,8,8,8,
2011,"Shrimp, Uncl",104222.09,312256.76,30,312,28,27,28,
2011,"Shrimp, White",696200.18,1887018.52,103,1339,147,146,150,
2011,Snappers,326371.21,1004699.70,32,654,79,82,83,
2011,Southern Flounder,1247449.61,2753127.72,217,15810,1040,1141,1064,
2011,Spadefish,21534.58,6838.56,35,624,138,144,140,
2011,Spanish Mackerel,871216.54,1188153.82,95,3610,336,357,339,
2011,Spot,936969.58,728474.94,186,5502,679,751,693,
2011,Spotted Seatrout,75239.47,144596.36,140,4402,673,728,687,
2011,Striped Bass,410685.37,1164426.33,48,5569,494,489,526,
2011,Striped Mullet,1627893.71,1015851.86,181,7578,827,903,847,
2011,Summer Flounder,2854121.65,6136613.83,70,658,184,193,194,
2011,Swordfish,803725.37,2617201.30,8,267,29,31,30,
2011,Thread Herring,18303.00,3735.17,4,28,5,5,5,
2011,Tilefishes,133823.58,314599.99,25,258,55,56,57,
2011,Triggerfishes,220204.28,411373.47,37,955,97,99,99,
2011,Tuna,1071503.99,2464616.59,56,1948,278,296,281,
2011,Wahoo,15869.98,44684.60,42,194,108,109,109,
2011,Weakfish,65998.11,78658.76,90,3986,460,497,467,
2011,White Perch,245635.85,223247.80,55,3653,325,339,333,
2011,Yellow Perch,27837.75,38554.02,24,1490,172,177,175,
2012,Amberjacks,124325.40,104212.61,37,659,100,98,106,
2012,American Shad,235794.85,257681.23,55,3252,250,243,255,
2012,Blue Crab,26785668.68,22806937.64,259,52697,894,1078,964,
2012,Blue Runner,3112.00,2562.61,12,121,30,28,30,
2012,Bluefish,758857.85,349287.56,142,8215,676,741,696,
2012,Catfishes,489491.55,116379.44,72,7134,416,429,434,
2012,Croaker,3106615.58,2135458.44,130,5316,626,674,640,
2012,Dolphinfish,249020.28,756346.16,57,964,190,194,198,
2012,Eels,68075.10,161943.76,27,319,65,65,66,
2012,"Finfish, Other",889252.38,791650.16,245,20311,1336,1506,1399,
2012,Gizzard Shad,123813.00,4333.46,11,1074,86,83,88,
2012,Groupers,382084.75,1421867.05,43,1317,106,105,111,
2012,Hard Clams,396428.74,2091066.69,102,16793,489,394,519,
2012,Hickory Shad,65689.00,22402.09,48,2204,255,263,258,
2012,Hog Snapper,8255.50,28738.40,14,126,25,27,27,
2012,King Mackerel,297423.35,831296.95,54,1407,245,243,262,
2012,Kingfishes,596248.97,645606.67,137,6843,678,738,694,
2012,Menhaden,538791.72,82975.56,83,2166,309,332,313,
2012,Monkfish/Goosefish,21649.00,25286.03,18,247,84,86,84,
2012,Oyster,440062.75,2572072.68,178,16534,961,761,993,
2012,Porgies,81532.16,129797.95,33,881,92,90,97,
2012,Red Drum,66518.65,138833.43,130,4273,576,627,587,
2012,River Herring,678.00,678.00,5,18,10,8,11,
2012,Scup,3954.00,2767.92,7,13,11,11,11,
2012,Sea bass,256007.35,687905.00,47,840,131,133,136,
2012,Sharks,701875.90,376147.12,35,1529,171,175,171,
2012,"Sharks, Dogfishes",3709214.70,1020810.86,26,1852,225,235,230,
2012,"Shellfish, Other",192960.84,751091.33,135,8000,615,616,633,
2012,"Shrimp, Brown",3599107.63,7721354.96,171,3868,384,414,405,
2012,"Shrimp, Pink",774967.65,1619499.90,69,1489,183,194,188,
2012,"Shrimp, Uncl",16365.59,78690.48,28,338,28,27,28,
2012,"Shrimp, White",1751039.00,3913604.36,161,3772,306,327,319,
2012,Snappers,279367.80,899624.28,31,641,81,78,83,
2012,Southern Flounder,1646137.28,4451482.14,249,20926,1202,1333,1244,
2012,Spadefish,24238.05,9042.90,49,1062,189,195,191,
2012,Spanish Mackerel,916438.89,1374647.96,107,3703,361,394,374,
2012,Spot,489677.77,465751.63,158,4115,598,657,616,
2012,Spotted Seatrout,265015.72,522129.58,172,9459,945,1056,983,
2012,Striped Bass,144555.25,368515.69,34,4207,329,315,337,
2012,Striped Mullet,1859586.92,1041658.53,192,8433,890,967,917,
2012,Summer Flounder,1090217.80,2969370.03,73,636,185,190,186,
2012,Swordfish,903178.40,3009107.41,10,303,28,28,28,
2012,Thread Herring,***,***,2,70,3,3,3,*
2012,Tilefishes,361093.69,753965.62,24,418,73,69,72,
2012,Triggerfishes,143113.91,278968.01,39,822,102,99,105,
2012,Tuna,1493529.90,4413829.47,67,2852,360,372,366,
2012,Wahoo,23521.36,73997.72,42,281,108,110,110,
2012,Weakfish,91383.89,111461.93,112,5487,582,638,592,
2012,White Perch,189448.25,150939.91,56,4060,356,369,364,
2012,Yellow Perch,20511.00,23445.88,26,1359,166,172,169,
2013,Amberjacks,90122.18,89875.57,34,616,95,97,101,
2013,American Shad,257347.97,306884.62,54,2984,226,225,235,
2013,Bay Scallop,1336.69,9506.27,10,41,23,22,23,
2013,Blue Crab,22202622.62,30006447.34,243,52631,863,1055,932,
2013,Blue Runner,2783.50,1815.90,8,121,25,25,25,
2013,Bluefish,1159579.95,564377.26,146,8282,742,793,760,
2013,Catfishes,548912.85,92496.95,76,8565,462,491,482,
2013,Croaker,1927937.82,1723577.54,128,5629,677,720,688,
2013,Dolphinfish,178035.08,529915.58,53,953,193,204,206,
2013,Eels,36739.50,89722.54,27,209,51,52,52,
2013,"Finfish, Other",1092238.73,1062559.12,244,21463,1458,1599,1521,
2013,Gizzard Shad,112295.00,4491.80,10,762,73,62,75,
2013,Groupers,311203.49,1247807.44,40,1313,104,108,109,
2013,Hard Clams,347072.80,2295365.56,107,16496,517,415,543,
2013,Hickory Shad,71771.50,29324.24,54,2829,305,303,309,
2013,Hog Snapper,7847.38,30640.20,11,112,21,24,25,
2013,King Mackerel,345176.52,877496.83,52,1382,230,240,246,
2013,Kingfishes,605953.35,671540.30,142,8122,742,801,766,
2013,Menhaden,454206.17,73494.04,81,2534,359,382,364,
2013,Monkfish/Goosefish,10566.00,9052.66,16,107,56,60,58,
2013,Oyster,586624.55,3353126.21,183,18576,908,747,964,
2013,Porgies,70941.79,115758.43,31,857,86,88,92,
2013,Red Drum,371948.90,715685.21,160,15872,977,1065,1011,
2013,River Herring,743.00,743.00,6,19,12,11,12,
2013,Scup,28691.00,13323.43,11,41,26,28,28,
2013,Sea bass,329690.72,868810.74,45,1204,132,139,142,
2013,Sharks,553665.00,282317.85,31,1118,149,153,149,
2013,"Sharks, Dogfishes",3794011.10,646429.88,21,1517,146,158,148,
2013,"Shellfish, Other",197993.17,674961.55,131,8784,639,658,662,
2013,"Shrimp, Brown",2298916.55,6026569.59,145,3415,347,363,359,
2013,"Shrimp, Pink",231302.35,484437.68,44,821,110,118,112,
2013,"Shrimp, Uncl",13466.56,99513.72,21,351,23,20,22,
2013,"Shrimp, White",2341235.18,6415172.80,158,4809,354,391,364,
2013,Snappers,276532.74,917987.40,33,724,76,80,82,
2013,Southern Flounder,2186579.25,5673631.54,245,23585,1286,1439,1333,
2013,Spadefish,20368.50,9245.53,45,844,193,199,195,
2013,Spanish Mackerel,620752.03,1015964.91,99,2846,340,359,344,
2013,Spot,768942.68,690350.35,178,7393,827,899,848,
2013,Spotted Seatrout,367648.08,818158.61,176,15302,1093,1229,1134,
2013,Striped Bass,96934.80,303486.29,46,3648,350,348,359,
2013,Striped Mullet,1549156.57,1402914.14,196,9802,971,1063,1007,
2013,Summer Flounder,541700.07,1386709.76,69,741,189,196,193,
2013,Swordfish,1058089.04,2935939.63,11,371,33,33,33,
2013,Thread Herring,33913.00,7701.08,4,26,5,5,5,
2013,Tilefishes,217078.96,522652.49,27,400,70,69,75,
2013,Triggerfishes,160861.30,342228.42,40,562,104,106,108,
2013,Tuna,1295062.01,3226483.40,61,2774,347,361,354,
2013,Wahoo,23379.79,75576.94,45,271,128,128,131,
2013,Weakfish,120191.23,150729.72,109,7119,697,754,712,
2013,White Perch,275652.25,255633.19,59,4983,375,400,384,
2013,Yellow Perch,31480.50,40545.76,25,1946,170,183,169,
2014,Amberjacks,192994.02,198867.74,33,807,94,96,101,
2014,American Shad,191301.72,159657.04,59,1594,209,201,212,
2014,Blue Crab,26231112.13,34027520.06,269,56220,923,1124,996,
2014,Blue Runner,1493.00,1052.08,11,136,52,50,53,
2014,Bluefish,2019279.12,889710.39,140,7672,682,754,698,
2014,Catfishes,521539.70,158480.37,75,6404,405,428,420,
2014,Croaker,2629908.27,1865595.18,131,6346,685,754,699,
2014,Dolphinfish,422496.20,1237457.83,54,911,185,194,199,
2014,Eels,61407.50,165055.51,26,211,57,63,57,
2014,"Finfish, Other",932136.14,973024.78,224,15487,1251,1368,1294,
2014,Gizzard Shad,114999.00,5749.95,11,476,55,50,57,
2014,Groupers,300002.25,1266273.62,37,1352,108,113,113,
2014,Hard Clams,430815.74,2866095.54,99,19644,607,477,634,
2014,Hickory Shad,110280.00,27574.90,43,1796,206,205,208,
2014,Hog Snapper,9766.88,37919.89,15,127,29,33,32,
2014,King Mackerel,549980.80,1203503.25,47,1840,202,216,218,
2014,Kingfishes,955087.12,1007513.09,142,7294,684,764,705,
2014,Menhaden,917904.97,145658.94,84,3195,359,377,364,
2014,Monkfish/Goosefish,76392.00,85363.56,17,290,97,102,103,
2014,Oyster,727775.18,4544236.47,171,20520,970,800,1024,
2014,Porgies,78265.13,142546.33,36,848,96,101,102,
2014,Red Drum,90649.71,208294.54,107,3924,554,570,569,
2014,River Herring,1139.00,1518.67,4,13,6,5,7,
2014,Scup,160508.00,110203.35,14,86,45,49,49,
2014,Sea bass,529074.88,1413707.84,48,1720,180,189,190,
2014,Sharks,1005857.70,473375.20,23,1219,126,128,127,
2014,"Sharks, Dogfishes",6149188.70,780377.62,24,1718,143,156,146,
2014,"Shellfish, Other",438607.26,1493871.47,132,8214,688,679,716,
2014,"Shrimp, Brown",3354809.06,10326997.23,131,3435,349,378,367,
2014,"Shrimp, Pink",111882.20,282863.85,40,741,90,96,90,
2014,"Shrimp, Uncl",5389.58,52530.25,21,239,16,18,16,
2014,"Shrimp, White",1218851.98,3483015.38,120,2423,262,283,271,
2014,Snappers,251087.15,864618.25,35,748,88,90,92,
2014,Southern Flounder,1673511.14,4839671.98,226,18121,1222,1321,1266,
2014,Spadefish,22761.10,10651.83,39,609,134,142,135,
2014,Spanish Mackerel,673973.89,1230409.75,89,3108,357,390,361,
2014,Spot,766224.09,619643.38,177,7590,787,859,804,
2014,Spotted Seatrout,242244.80,579343.01,145,7223,849,905,871,
2014,Striped Bass,96233.41,283241.23,46,3660,331,325,347,
2014,Striped Mullet,1828350.68,1112465.21,179,8368,864,925,893,
2014,Summer Flounder,2911749.73,8225281.50,69,777,217,222,226,
2014,Swordfish,694910.67,2109549.23,10,283,31,30,31,
2014,Thread Herring,34909.00,7908.23,3,66,5,5,5,
2014,Tilefishes,91073.59,238807.95,25,324,67,69,73,
2014,Triggerfishes,116781.60,262199.44,24,325,57,58,61,
2014,Tuna,1662737.01,3647435.60,58,3207,344,370,355,
2014,Wahoo,22782.95,71829.47,37,221,95,99,97,
2014,Weakfish,105247.05,140573.71,98,5885,582,637,590,
2014,White Perch,172485.50,148697.92,48,3937,319,334,330,
2014,Yellow Perch,67454.00,82336.35,24,1973,169,181,174,
2015,Amberjacks,146544.08,162064.08,34,688,84,87,91,
2015,American Shad,95926.35,91619.48,52,1510,200,189,207,
2015,Blue Crab,32099632.96,33927970.32,252,57524,923,1154,994,
2015,Blue Runner,3176.70,2081.19,16,276,57,59,58,
2015,Bluefish,804847.41,445591.35,113,6405,549,604,564,
2015,Catfishes,918085.40,262862.72,70,8186,448,487,472,
2015,Croaker,1819019.61,1646360.71,116,4398,557,583,564,
2015,Dolphinfish,320960.98,973324.46,40,572,160,172,165,
2015,Eels,58226.00,143048.10,22,156,41,44,41,
2015,"Finfish, Other",1032741.73,1101973.79,209,15893,1182,1305,1224,
2015,Gizzard Shad,97978.00,4898.90,14,842,91,79,92,
2015,Groupers,261158.88,1122236.09,35,1232,100,104,105,
2015,Hard Clams,415027.17,5038972.54,95,21393,650,456,691,
2015,Hickory Shad,149335.50,43118.95,51,1875,244,243,253,
2015,Hog Snapper,8238.00,33500.17,12,130,31,36,35,
2015,King Mackerel,391751.46,801670.51,41,1389,195,205,213,
2015,Kingfishes,784753.48,858531.49,131,6004,601,662,610,
2015,Menhaden,898321.50,152434.62,80,2673,309,325,317,
2015,Monkfish/Goosefish,112863.00,106080.87,14,203,88,94,92,
2015,Oyster,648444.31,3936571.91,162,17142,868,705,914,
2015,Porgies,51488.30,91281.88,29,723,85,88,90,
2015,Red Drum,80388.32,196131.49,114,4126,451,493,459,
2015,Scup,229696.00,130028.92,10,59,42,45,44,
2015,Sea bass,467953.38,1366822.18,47,1481,170,181,177,
2015,Sharks,795830.60,338282.52,26,1172,136,143,138,
2015,"Sharks, Dogfishes",4515642.00,630293.00,23,1180,124,133,124,
2015,"Shellfish, Other",388679.79,2574061.32,133,7913,690,660,717,
2015,"Shrimp, Brown",6314178.89,10528437.06,180,4861,420,477,446,
2015,"Shrimp, Pink",29139.50,58766.92,26,156,42,44,42,
2015,"Shrimp, Uncl",9487.69,79038.18,27,308,25,25,25,
2015,"Shrimp, White",2772320.33,6228724.77,149,3217,299,322,310,
2015,Snappers,232030.32,803987.56,31,664,80,81,85,
2015,Southern Flounder,1202952.12,3823787.95,207,13881,1032,1126,1069,
2015,Spadefish,15996.50,8177.10,36,607,118,121,121,
2015,Spanish Mackerel,561714.20,1034837.69,74,2966,305,325,309,
2015,Spot,377028.21,321913.55,154,4349,588,626,599,
2015,Spotted Seatrout,128767.82,318321.09,132,4833,626,682,638,
2015,Striped Bass,141823.92,450207.91,45,4852,337,341,361,
2015,Striped Mullet,1247128.56,804734.56,173,7339,751,823,777,
2015,Summer Flounder,2878743.42,9092495.08,65,724,208,217,211,
2015,Swordfish,593258.40,1277354.68,11,252,26,27,26,
2015,Thread Herring,***,***,2,105,5,5,5,*
2015,Tilefishes,45354.22,135228.30,25,223,60,59,64,
2015,Triggerfishes,131535.80,331805.04,33,581,74,75,78,
2015,Tuna,1341188.30,2916112.89,58,2742,373,387,375,
2015,Wahoo,18379.64,65475.34,42,214,106,108,105,
2015,Weakfish,80272.46,115898.43,86,4467,469,506,474,
2015,White Perch,161596.22,124498.54,52,4182,338,365,352,
2015,Yellow Perch,41654.50,54012.69,29,1781,163,172,174,
2016,Amberjacks,138712.37,150501.34,33,736,78,81,85,
2016,American Shad,62245.13,88728.62,47,1088,157,151,161,
2016,Blue Crab,25462942.81,24116773.26,268,51707,886,1076,951,
2016,Blue Runner,1578.50,1196.10,16,156,50,51,51,
2016,Bluefish,1148643.10,600172.22,119,6903,571,597,586,
2016,Catfishes,992438.80,238725.36,69,7579,422,430,442,
2016,Croaker,2092286.80,2216210.59,117,3675,489,511,497,
2016,Dolphinfish,356061.00,1271296.43,39,780,184,188,195,
2016,Eels,41156.25,88700.66,17,158,42,41,42,
2016,"Finfish, Other",782077.70,914489.54,215,15618,1189,1282,1236,
2016,Gizzard Shad,174222.00,30488.85,18,1236,98,96,101,
2016,Groupers,258173.06,1111328.18,35,1329,94,96,99,
2016,Hard Clams,331214.69,2578119.62,78,20466,626,436,659,
2016,Hickory Shad,96121.30,29309.17,42,1667,197,191,201,
2016,Hog Snapper,9194.56,39451.63,9,134,21,25,26,
2016,King Mackerel,420869.23,870010.85,44,1431,195,208,214,
2016,Kingfishes,834770.90,1007692.44,138,6449,601,656,620,
2016,Menhaden,398043.70,73766.25,68,2580,291,294,293,
2016,Monkfish/Goosefish,50883.20,47172.86,15,277,111,117,112,
2016,Oyster,668422.56,4091154.98,157,16402,841,670,887,
2016,Porgies,44071.64,82273.54,31,724,79,79,84,
2016,Red Drum,77101.12,203003.07,99,4777,464,495,474,
2016,Scup,111908.00,72870.86,7,70,44,47,47,
2016,Sea bass,424051.45,1346245.42,43,1516,168,181,176,
2016,Sharks,951813.50,403735.59,23,1508,150,147,155,
2016,"Sharks, Dogfishes",2449895.00,308311.88,18,813,109,108,111,
2016,"Shellfish, Other",398310.61,2368762.14,128,6872,636,611,657,
2016,"Shrimp, Brown",4818960.51,8385036.07,149,3213,360,378,368,
2016,"Shrimp, Pink",45070.75,80239.83,27,293,61,64,61,
2016,"Shrimp, Uncl",6416.12,52213.78,18,235,23,24,23,
2016,"Shrimp, White",8330195.47,19744033.73,169,6583,423,464,443,
2016,Snappers,280043.06,958189.52,33,771,77,78,83,
2016,Southern Flounder,899932.11,3618195.98,189,13378,945,1004,971,
2016,Spadefish,15230.85,9188.62,40,506,130,129,133,
2016,Spanish Mackerel,601623.03,1068255.92,86,3062,339,361,344,
2016,Spot,241044.34,301676.76,134,3481,482,524,493,
2016,Spotted Seatrout,254590.18,662607.85,139,7152,685,740,695,
2016,Striped Bass,146188.60,432127.32,45,4931,280,271,297,
2016,Striped Mullet,965337.26,669842.87,156,6825,688,735,701,
2016,Summer Flounder,2071099.88,8238720.92,69,883,247,262,252,
2016,Swordfish,445414.64,1202276.11,10,241,32,30,32,
2016,Thread Herring,10330.00,3099.00,3,36,3,3,3,
2016,Tilefishes,111788.23,395812.66,26,606,73,70,79,
2016,Triggerfishes,135545.47,356210.95,34,756,84,87,90,
2016,Tuna,1463193.54,3220820.03,54,2949,356,365,364,
2016,Wahoo,25393.32,93872.31,37,288,112,115,112,
2016,Weakfish,79666.56,120584.74,84,4437,443,479,453,
2016,White Perch,242106.00,166888.60,56,4398,298,313,307,
2016,Yellow Perch,29404.50,41609.36,26,1443,147,142,149,
2017,Amberjacks,127924.24,162983.91,34,660,86,89,96,
2017,American Shad,90867.93,109339.89,45,1347,188,179,191,
2017,Blue Crab,19263758.47,22208507.03,218,41541,745,904,799,
2017,Blue Runner,1463.00,982.73,9,145,43,43,42,
2017,Bluefish,1544053.05,999645.75,137,8005,679,749,697,
2017,Catfishes,1165135.57,399413.14,74,7286,390,427,411,
2017,Croaker,1008015.40,1133570.33,111,3794,470,507,481,
2017,Dolphinfish,198038.42,719453.76,44,764,182,182,193,
2017,Eels,25539.75,14875.71,25,150,51,52,51,
2017,"Finfish, Other",881202.54,908007.49,210,19147,1278,1435,1351,
2017,Gizzard Shad,166695.00,8334.75,19,1048,83,82,84,
2017,Groupers,223592.87,1013987.12,37,1273,98,101,110,
2017,Hard Clams,273280.33,2174490.54,75,19037,559,401,607,
2017,Hickory Shad,73627.45,20189.84,40,1568,203,202,204,
2017,Hog Snapper,15776.13,70759.80,16,139,32,35,39,
2017,King Mackerel,629703.15,1266997.47,43,1744,208,223,238,
2017,Kingfishes,942946.41,1096613.80,125,6893,647,723,674,
2017,Menhaden,752799.23,157287.98,75,2619,282,304,291,
2017,Monkfish/Goosefish,66277.00,60086.23,13,180,91,96,95,
2017,Oyster,852847.98,5634893.06,165,17504,810,647,883,
2017,Porgies,50805.70,96664.43,32,710,89,92,97,
2017,Red Drum,187038.70,498259.90,134,10150,705,778,729,
2017,Scup,199711.00,112830.26,10,76,50,51,51,
2017,Sea bass,632730.28,1863115.76,47,1530,187,197,199,
2017,Sharks,862170.70,424464.65,22,1224,137,137,137,
2017,"Sharks, Dogfishes",547525.00,112312.65,17,369,86,86,86,
2017,"Shellfish, Other",359043.25,1348912.13,120,7467,628,623,655,
2017,"Shrimp, Brown",4529615.15,8544144.81,136,2708,337,371,356,
2017,"Shrimp, Pink",209773.33,326635.62,32,384,73,76,73,
2017,"Shrimp, Uncl",36267.29,139166.57,27,456,30,30,31,
2017,"Shrimp, White",9133284.81,20628754.56,167,6580,433,490,472,
2017,Snappers,286860.92,1020240.47,34,1033,88,91,100,
2017,Southern Flounder,1396383.92,5663116.46,193,17985,1050,1154,1090,
2017,Spadefish,18834.30,13414.47,44,1006,165,177,166,
2017,Spanish Mackerel,816089.09,1384682.00,73,2783,313,341,322,
2017,Spot,415465.30,523832.59,129,4646,567,617,583,
2017,Spotted Seatrout,299951.50,779954.15,153,9759,841,919,869,
2017,Striped Bass,99008.98,288887.64,43,3525,274,285,286,
2017,Striped Mullet,1366350.86,1037533.23,165,7745,760,842,786,
2017,Summer Flounder,1572707.13,6354887.70,66,832,247,264,259,
2017,Swordfish,458361.25,1138259.87,9,259,28,26,27,
2017,Thread Herring,15612.00,3330.56,3,65,8,9,7,
2017,Tilefishes,88753.85,335986.89,31,511,74,76,82,
2017,Triggerfishes,152958.49,415997.21,38,1042,107,111,115,
2017,Tuna,2083400.64,5092398.34,47,3507,389,417,402,
2017,Wahoo,28963.00,110577.31,42,261,106,105,106,
2017,Weakfish,85461.54,129159.83,94,4644,498,546,514,
2017,White Perch,171755.50,125447.68,56,3332,298,335,312,
2017,Yellow Perch,16131.00,21620.99,22,697,113,124,116,
2018,Amberjacks,141823.55,162910.04,29,701,87,98,93,
2018,American Shad,52113.25,79811.55,42,910,131,126,132,
2018,Blue Crab,17015697.05,19657503.36,218,36322,686,785,739,
2018,Blue Runner,5168.80,4755.55,11,287,65,68,65,
2018,Bluefish,910262.06,675209.32,115,6427,601,663,622,
2018,Catfishes,1137401.32,290387.99,73,6917,379,390,402,
2018,Croaker,1643645.56,1631506.45,98,2405,365,388,370,
2018,Dolphinfish,144660.07,494055.08,42,705,188,190,195,
2018,Eels,18905.00,29842.24,16,117,40,41,41,
2018,"Finfish, Other",833733.52,1082299.18,199,14907,1134,1254,1183,
2018,Gizzard Shad,262405.00,14046.39,17,1541,115,107,116,
2018,Groupers,239181.19,1112068.11,33,1321,97,110,107,
2018,Hard Clams,199954.96,1628664.46,67,12828,462,367,505,
2018,Hickory Shad,75480.89,26399.18,39,1027,149,141,150,
2018,Hog Snapper,13755.25,60617.31,15,152,31,34,34,
2018,King Mackerel,506933.02,1146961.92,34,1493,187,209,208,
2018,Kingfishes,407172.88,504795.42,105,4367,515,549,523,
2018,Menhaden,713978.14,176162.07,61,2348,254,267,261,
2018,Monkfish/Goosefish,45166.00,35652.38,13,210,100,102,103,
2018,Oyster,625277.81,3834873.65,161,12447,623,523,660,
2018,Porgies,54985.33,112247.10,28,776,87,98,95,
2018,Red Drum,144640.05,386724.27,120,7207,579,644,605,
2018,Scup,78944.00,58242.89,8,83,58,60,61,
2018,Sea bass,497055.71,1518223.98,40,1284,186,203,198,
2018,Sharks,817498.00,355356.76,22,1153,114,125,115,
2018,"Sharks, Dogfishes",1378007.40,257282.56,20,629,95,98,95,
2018,"Shellfish, Other",230449.46,1083748.96,107,4260,467,461,480,
2018,"Shrimp, Brown",6125841.21,11199482.03,158,3012,381,407,400,
2018,"Shrimp, Pink",69350.90,202730.84,14,36,20,21,20,
2018,"Shrimp, Uncl",13312.19,74311.86,22,339,21,20,22,
2018,"Shrimp, White",3521247.66,8571110.59,137,2900,320,337,335,
2018,Snappers,323276.39,1172462.70,33,1235,92,104,99,
2018,Southern Flounder,903841.93,3823766.66,186,13325,912,980,950,
2018,Spadefish,9838.30,5639.93,34,414,87,87,88,
2018,Spanish Mackerel,796890.30,1237370.55,78,3086,343,378,358,
2018,Spot,167695.71,239185.52,105,3354,462,498,469,
2018,Spotted Seatrout,128979.66,346688.28,114,3726,536,578,546,
2018,Striped Bass,136047.42,439145.29,45,4397,274,270,287,
2018,Striped Mullet,1314385.20,955365.40,153,6798,687,747,709,
2018,Summer Flounder,1654568.55,6893315.60,55,552,222,228,228,
2018,Swordfish,425500.79,931381.88,12,258,30,29,30,
2018,Thread Herring,27252.00,6131.70,3,67,5,5,5,
2018,Tilefishes,68509.15,250496.73,25,523,73,78,79,
2018,Triggerfishes,174046.79,479814.78,34,952,102,112,110,
2018,Tuna,1508735.04,4334561.36,48,2747,340,358,351,
2018,Wahoo,22618.63,81776.50,32,235,103,105,105,
2018,Weakfish,35141.65,55755.08,57,3130,370,399,375,
2018,White Perch,131920.44,108241.31,55,2639,269,273,278,
2018,Yellow Perch,12725.00,14567.62,24,591,96,94,98,
2019,Amberjacks,104410.98,109992.03,30,776,99,110,107,
2019,American Shad,40975.30,70462.52,34,981,132,118,134,
2019,Bay Scallop,***,***,1,2,1,1,1,*
2019,Blue Crab,23027007.82,24658259.75,213,37969,655,769,702,
2019,Blue Runner,1256.09,1112.24,13,182,58,58,57,
2019,Bluefish,1108205.48,559832.96,117,7408,623,704,643,
2019,Catfishes,1239152.20,267300.59,62,6323,301,306,324,
2019,Croaker,1278339.99,1566030.13,94,3056,366,397,373,
2019,Dolphinfish,208384.76,675934.90,35,719,167,177,179,
2019,Eels,10147.58,38725.38,26,120,47,50,46,
2019,"Finfish, Other",985043.81,1298538.58,193,13853,1091,1202,1144,
2019,Gizzard Shad,308315.00,30831.50,19,1625,116,98,122,
2019,Groupers,302841.53,1475199.78,35,1549,111,123,121,
2019,Hard Clams,118148.74,1116845.19,52,8633,318,266,349,
2019,Hickory Shad,111719.00,32501.72,38,1265,168,162,167,
2019,Hog Snapper,14486.00,66894.82,15,194,32,38,37,
2019,King Mackerel,698251.77,1570680.13,35,1937,219,243,247,
2019,Kingfishes,702327.56,995248.75,111,5733,530,587,545,
2019,Menhaden,551849.47,135682.03,48,1795,184,200,186,
2019,Monkfish/Goosefish,44149.00,35486.69,13,229,97,101,102,
2019,Oyster,832708.37,4889462.03,163,14718,600,522,663,
2019,Porgies,45232.43,88708.66,25,837,89,100,98,
2019,Red Drum,56419.15,163457.58,103,3553,432,472,445,
2019,Scup,216776.00,112878.36,10,96,62,63,63,
2019,Sea bass,385404.25,1157244.38,41,1235,175,195,190,
2019,Sharks,881401.00,352390.90,19,1168,110,125,110,
2019,"Sharks, Dogfishes",1226883.00,194067.28,16,495,74,81,76,
2019,"Shellfish, Other",288323.95,1715324.33,97,3062,376,381,391,
2019,"Shrimp, Brown",1496597.00,2970104.70,115,1588,247,264,256,
2019,"Shrimp, Pink",2077.82,3745.94,7,31,8,9,8,
2019,"Shrimp, Uncl",14489.30,89760.83,26,426,20,20,20,
2019,"Shrimp, White",8106871.17,19049180.95,130,4068,309,346,328,
2019,Snappers,422969.52,1566839.28,34,1421,106,119,117,
2019,Southern Flounder,800079.87,3078601.00,175,10041,781,874,813,
2019,Spadefish,12261.90,6974.28,32,475,96,99,97,
2019,Spanish Mackerel,722398.11,998880.82,88,3298,408,445,418,
2019,Spot,392206.31,565357.30,112,4016,474,534,490,
2019,Spotted Seatrout,378499.70,893046.91,143,8553,694,811,716,
2019,Striped Bass,137555.11,373151.98,28,3328,194,176,207,
2019,Striped Mullet,1362216.59,929285.03,150,6912,632,727,660,
