"","direction","nofdays","season","year","id"
"1117","E",9,"winter",2021,"duckwind.csv"
"1118","N",2,"winter",2021,"duckwind.csv"
"1119","NE",12,"winter",2021,"duckwind.csv"
"1120","NW",6,"winter",2021,"duckwind.csv"
"1121","S",18,"winter",2021,"duckwind.csv"
"1122","SE",13,"winter",2021,"duckwind.csv"
"1123","SW",19,"winter",2021,"duckwind.csv"
"1124","W",11,"winter",2021,"duckwind.csv"
"1125","E",7,"spring",2021,"duckwind.csv"
"1126","NE",14,"spring",2021,"duckwind.csv"
"1127","NW",1,"spring",2021,"duckwind.csv"
"1128","S",23,"spring",2021,"duckwind.csv"
"1129","SE",23,"spring",2021,"duckwind.csv"
"1130","SW",21,"spring",2021,"duckwind.csv"
"1131","W",2,"spring",2021,"duckwind.csv"
"1132","E",12,"summer",2021,"duckwind.csv"
"1133","N",1,"summer",2021,"duckwind.csv"
"1134","NE",9,"summer",2021,"duckwind.csv"
"1135","S",22,"summer",2021,"duckwind.csv"
"1136","SE",12,"summer",2021,"duckwind.csv"
"1137","SW",34,"summer",2021,"duckwind.csv"
"1138","W",2,"summer",2021,"duckwind.csv"
"1139","E",4,"fall",2021,"duckwind.csv"
"1140","N",3,"fall",2021,"duckwind.csv"
"1141","NE",14,"fall",2021,"duckwind.csv"
"1142","NW",5,"fall",2021,"duckwind.csv"
"1143","S",15,"fall",2021,"duckwind.csv"
"1144","SE",15,"fall",2021,"duckwind.csv"
"1145","SW",26,"fall",2021,"duckwind.csv"
"1146","W",10,"fall",2021,"duckwind.csv"
"1147","E",8,"winter",2022,"duckwind.csv"
"1148","N",3,"winter",2022,"duckwind.csv"
"1149","NE",8,"winter",2022,"duckwind.csv"
"1150","NW",2,"winter",2022,"duckwind.csv"
"1151","S",30,"winter",2022,"duckwind.csv"
"1152","SE",9,"winter",2022,"duckwind.csv"
"1153","SW",18,"winter",2022,"duckwind.csv"
"1154","W",12,"winter",2022,"duckwind.csv"
"1155","E",11,"spring",2022,"duckwind.csv"
"1156","N",5,"spring",2022,"duckwind.csv"
"1157","NE",9,"spring",2022,"duckwind.csv"
"1158","NW",1,"spring",2022,"duckwind.csv"
"1159","S",18,"spring",2022,"duckwind.csv"
"1160","SE",25,"spring",2022,"duckwind.csv"
"1161","SW",18,"spring",2022,"duckwind.csv"
"1162","W",4,"spring",2022,"duckwind.csv"
"1163","E",8,"summer",2022,"duckwind.csv"
"1164","N",1,"summer",2022,"duckwind.csv"
"1165","NE",16,"summer",2022,"duckwind.csv"
"1166","NW",1,"summer",2022,"duckwind.csv"
"1167","S",15,"summer",2022,"duckwind.csv"
"1168","SE",14,"summer",2022,"duckwind.csv"
"1169","SW",36,"summer",2022,"duckwind.csv"
"1170","W",1,"summer",2022,"duckwind.csv"
"1171","E",12,"fall",2022,"duckwind.csv"
"1172","N",4,"fall",2022,"duckwind.csv"
"1173","NE",16,"fall",2022,"duckwind.csv"
"1174","NW",8,"fall",2022,"duckwind.csv"
"1175","S",12,"fall",2022,"duckwind.csv"
"1176","SE",10,"fall",2022,"duckwind.csv"
"1177","SW",18,"fall",2022,"duckwind.csv"
"1178","W",12,"fall",2022,"duckwind.csv"
"1179","E",6,"winter",2023,"duckwind.csv"
"1180","N",1,"winter",2023,"duckwind.csv"
"1181","NE",7,"winter",2023,"duckwind.csv"
"1182","NW",6,"winter",2023,"duckwind.csv"
"1183","S",23,"winter",2023,"duckwind.csv"
"1184","SE",18,"winter",2023,"duckwind.csv"
"1185","SW",23,"winter",2023,"duckwind.csv"
"1186","W",6,"winter",2023,"duckwind.csv"
"1187","E",11,"spring",2023,"duckwind.csv"
"1188","N",5,"spring",2023,"duckwind.csv"
"1189","NE",15,"spring",2023,"duckwind.csv"
"1190","NW",1,"spring",2023,"duckwind.csv"
"1191","S",24,"spring",2023,"duckwind.csv"
"1192","SE",15,"spring",2023,"duckwind.csv"
"1193","SW",18,"spring",2023,"duckwind.csv"
"1194","W",2,"spring",2023,"duckwind.csv"
"1195","E",7,"summer",2023,"duckwind.csv"
"1196","NE",4,"summer",2023,"duckwind.csv"
"1197","S",17,"summer",2023,"duckwind.csv"
"1198","SE",12,"summer",2023,"duckwind.csv"
"1199","SW",21,"summer",2023,"duckwind.csv"
"1200","E",12,"spring",2010,"hatteraswind.csv"
"1201","NE",3,"spring",2010,"hatteraswind.csv"
"1202","S",14,"spring",2010,"hatteraswind.csv"
"1203","SE",9,"spring",2010,"hatteraswind.csv"
"1204","SW",25,"spring",2010,"hatteraswind.csv"
"1205","W",1,"spring",2010,"hatteraswind.csv"
"1206","E",16,"summer",2010,"hatteraswind.csv"
"1207","NE",16,"summer",2010,"hatteraswind.csv"
"1208","S",14,"summer",2010,"hatteraswind.csv"
"1209","SE",9,"summer",2010,"hatteraswind.csv"
"1210","SW",32,"summer",2010,"hatteraswind.csv"
"1211","W",5,"summer",2010,"hatteraswind.csv"
"1212","E",7,"fall",2010,"hatteraswind.csv"
"1213","NE",9,"fall",2010,"hatteraswind.csv"
"1214","NW",18,"fall",2010,"hatteraswind.csv"
"1215","S",13,"fall",2010,"hatteraswind.csv"
"1216","SE",10,"fall",2010,"hatteraswind.csv"
"1217","SW",16,"fall",2010,"hatteraswind.csv"
"1218","W",19,"fall",2010,"hatteraswind.csv"
"1219","E",8,"winter",2011,"hatteraswind.csv"
"1220","N",1,"winter",2011,"hatteraswind.csv"
"1221","NE",22,"winter",2011,"hatteraswind.csv"
"1222","NW",2,"winter",2011,"hatteraswind.csv"
"1223","S",15,"winter",2011,"hatteraswind.csv"
"1224","SE",9,"winter",2011,"hatteraswind.csv"
"1225","SW",23,"winter",2011,"hatteraswind.csv"
"1226","W",10,"winter",2011,"hatteraswind.csv"
"1227","E",8,"spring",2011,"hatteraswind.csv"
"1228","NE",6,"spring",2011,"hatteraswind.csv"
"1229","S",31,"spring",2011,"hatteraswind.csv"
"1230","SE",13,"spring",2011,"hatteraswind.csv"
"1231","SW",28,"spring",2011,"hatteraswind.csv"
"1232","W",5,"spring",2011,"hatteraswind.csv"
"1233","E",11,"summer",2011,"hatteraswind.csv"
"1234","N",2,"summer",2011,"hatteraswind.csv"
"1235","NE",10,"summer",2011,"hatteraswind.csv"
"1236","S",25,"summer",2011,"hatteraswind.csv"
"1237","SE",14,"summer",2011,"hatteraswind.csv"
"1238","SW",28,"summer",2011,"hatteraswind.csv"
"1239","W",2,"summer",2011,"hatteraswind.csv"
"1240","E",8,"fall",2011,"hatteraswind.csv"
"1241","N",5,"fall",2011,"hatteraswind.csv"
"1242","NE",15,"fall",2011,"hatteraswind.csv"
"1243","NW",4,"fall",2011,"hatteraswind.csv"
"1244","S",18,"fall",2011,"hatteraswind.csv"
"1245","SE",11,"fall",2011,"hatteraswind.csv"
"1246","SW",20,"fall",2011,"hatteraswind.csv"
"1247","W",11,"fall",2011,"hatteraswind.csv"
"1248","E",10,"winter",2012,"hatteraswind.csv"
"1249","N",1,"winter",2012,"hatteraswind.csv"
"1250","NE",7,"winter",2012,"hatteraswind.csv"
"1251","NW",3,"winter",2012,"hatteraswind.csv"
"1252","S",21,"winter",2012,"hatteraswind.csv"
"1253","SE",12,"winter",2012,"hatteraswind.csv"
"1254","SW",25,"winter",2012,"hatteraswind.csv"
"1255","W",10,"winter",2012,"hatteraswind.csv"
"1256","E",13,"spring",2012,"hatteraswind.csv"
"1257","N",4,"spring",2012,"hatteraswind.csv"
"1258","NE",12,"spring",2012,"hatteraswind.csv"
"1259","S",23,"spring",2012,"hatteraswind.csv"
"1260","SE",9,"spring",2012,"hatteraswind.csv"
"1261","SW",26,"spring",2012,"hatteraswind.csv"
"1262","W",4,"spring",2012,"hatteraswind.csv"
"1263","E",2,"summer",2012,"hatteraswind.csv"
"1264","NE",8,"summer",2012,"hatteraswind.csv"
"1265","S",22,"summer",2012,"hatteraswind.csv"
"1266","SE",11,"summer",2012,"hatteraswind.csv"
"1267","SW",36,"summer",2012,"hatteraswind.csv"
"1268","W",1,"summer",2012,"hatteraswind.csv"
"1269","E",10,"fall",2012,"hatteraswind.csv"
"1270","NE",18,"fall",2012,"hatteraswind.csv"
"1271","NW",3,"fall",2012,"hatteraswind.csv"
"1272","S",13,"fall",2012,"hatteraswind.csv"
"1273","SE",9,"fall",2012,"hatteraswind.csv"
"1274","SW",16,"fall",2012,"hatteraswind.csv"
"1275","W",23,"fall",2012,"hatteraswind.csv"
"1276","E",8,"winter",2013,"hatteraswind.csv"
"1277","NE",8,"winter",2013,"hatteraswind.csv"
"1278","NW",10,"winter",2013,"hatteraswind.csv"
"1279","S",16,"winter",2013,"hatteraswind.csv"
"1280","SE",9,"winter",2013,"hatteraswind.csv"
"1281","SW",20,"winter",2013,"hatteraswind.csv"
"1282","W",19,"winter",2013,"hatteraswind.csv"
"1283","E",10,"spring",2013,"hatteraswind.csv"
"1284","NE",12,"spring",2013,"hatteraswind.csv"
"1285","NW",1,"spring",2013,"hatteraswind.csv"
"1286","S",22,"spring",2013,"hatteraswind.csv"
"1287","SE",12,"spring",2013,"hatteraswind.csv"
"1288","SW",28,"spring",2013,"hatteraswind.csv"
"1289","W",2,"spring",2013,"hatteraswind.csv"
"1290","E",10,"summer",2013,"hatteraswind.csv"
"1291","NE",19,"summer",2013,"hatteraswind.csv"
"1292","S",15,"summer",2013,"hatteraswind.csv"
"1293","SE",11,"summer",2013,"hatteraswind.csv"
"1294","SW",29,"summer",2013,"hatteraswind.csv"
"1295","W",1,"summer",2013,"hatteraswind.csv"
"1296","E",8,"fall",2013,"hatteraswind.csv"
"1297","NE",13,"fall",2013,"hatteraswind.csv"
"1298","NW",5,"fall",2013,"hatteraswind.csv"
"1299","S",13,"fall",2013,"hatteraswind.csv"
"1300","SE",15,"fall",2013,"hatteraswind.csv"
"1301","SW",19,"fall",2013,"hatteraswind.csv"
"1302","W",19,"fall",2013,"hatteraswind.csv"
"1303","E",6,"winter",2014,"hatteraswind.csv"
"1304","NE",10,"winter",2014,"hatteraswind.csv"
"1305","NW",7,"winter",2014,"hatteraswind.csv"
"1306","S",19,"winter",2014,"hatteraswind.csv"
"1307","SE",13,"winter",2014,"hatteraswind.csv"
"1308","SW",24,"winter",2014,"hatteraswind.csv"
"1309","W",11,"winter",2014,"hatteraswind.csv"
"1310","E",7,"spring",2014,"hatteraswind.csv"
"1311","N",2,"spring",2014,"hatteraswind.csv"
"1312","NE",15,"spring",2014,"hatteraswind.csv"
"1313","NW",1,"spring",2014,"hatteraswind.csv"
"1314","S",15,"spring",2014,"hatteraswind.csv"
"1315","SE",14,"spring",2014,"hatteraswind.csv"
"1316","SW",35,"spring",2014,"hatteraswind.csv"
"1317","W",2,"spring",2014,"hatteraswind.csv"
"1318","E",6,"summer",2014,"hatteraswind.csv"
"1319","NE",21,"summer",2014,"hatteraswind.csv"
"1320","S",14,"summer",2014,"hatteraswind.csv"
"1321","SE",11,"summer",2014,"hatteraswind.csv"
"1322","SW",33,"summer",2014,"hatteraswind.csv"
"1323","W",1,"summer",2014,"hatteraswind.csv"
"1324","E",10,"fall",2014,"hatteraswind.csv"
"1325","N",4,"fall",2014,"hatteraswind.csv"
"1326","NE",10,"fall",2014,"hatteraswind.csv"
"1327","NW",14,"fall",2014,"hatteraswind.csv"
"1328","S",16,"fall",2014,"hatteraswind.csv"
"1329","SE",9,"fall",2014,"hatteraswind.csv"
"1330","SW",16,"fall",2014,"hatteraswind.csv"
"1331","W",13,"fall",2014,"hatteraswind.csv"
"1332","E",8,"winter",2015,"hatteraswind.csv"
"1333","N",3,"winter",2015,"hatteraswind.csv"
"1334","NE",10,"winter",2015,"hatteraswind.csv"
"1335","NW",8,"winter",2015,"hatteraswind.csv"
"1336","S",13,"winter",2015,"hatteraswind.csv"
"1337","SE",7,"winter",2015,"hatteraswind.csv"
"1338","SW",26,"winter",2015,"hatteraswind.csv"
"1339","W",15,"winter",2015,"hatteraswind.csv"
"1340","E",15,"spring",2015,"hatteraswind.csv"
"1341","NE",8,"spring",2015,"hatteraswind.csv"
"1342","S",27,"spring",2015,"hatteraswind.csv"
"1343","SE",14,"spring",2015,"hatteraswind.csv"
"1344","SW",25,"spring",2015,"hatteraswind.csv"
"1345","W",2,"spring",2015,"hatteraswind.csv"
"1346","E",13,"summer",2015,"hatteraswind.csv"
"1347","N",3,"summer",2015,"hatteraswind.csv"
"1348","NE",23,"summer",2015,"hatteraswind.csv"
"1349","NW",1,"summer",2015,"hatteraswind.csv"
"1350","S",10,"summer",2015,"hatteraswind.csv"
"1351","SE",10,"summer",2015,"hatteraswind.csv"
"1352","SW",27,"summer",2015,"hatteraswind.csv"
"1353","W",5,"summer",2015,"hatteraswind.csv"
"1354","E",17,"fall",2015,"hatteraswind.csv"
"1355","N",5,"fall",2015,"hatteraswind.csv"
"1356","NE",12,"fall",2015,"hatteraswind.csv"
"1357","NW",7,"fall",2015,"hatteraswind.csv"
"1358","S",19,"fall",2015,"hatteraswind.csv"
"1359","SE",13,"fall",2015,"hatteraswind.csv"
"1360","SW",14,"fall",2015,"hatteraswind.csv"
"1361","W",5,"fall",2015,"hatteraswind.csv"
"1362","E",14,"winter",2016,"hatteraswind.csv"
"1363","N",1,"winter",2016,"hatteraswind.csv"
"1364","NE",6,"winter",2016,"hatteraswind.csv"
"1365","NW",14,"winter",2016,"hatteraswind.csv"
"1366","S",18,"winter",2016,"hatteraswind.csv"
"1367","SE",9,"winter",2016,"hatteraswind.csv"
"1368","SW",19,"winter",2016,"hatteraswind.csv"
"1369","W",10,"winter",2016,"hatteraswind.csv"
"1370","E",8,"spring",2016,"hatteraswind.csv"
"1371","N",3,"spring",2016,"hatteraswind.csv"
"1372","NE",10,"spring",2016,"hatteraswind.csv"
"1373","NW",2,"spring",2016,"hatteraswind.csv"
"1374","S",18,"spring",2016,"hatteraswind.csv"
"1375","SE",13,"spring",2016,"hatteraswind.csv"
"1376","SW",30,"spring",2016,"hatteraswind.csv"
"1377","W",7,"spring",2016,"hatteraswind.csv"
"1378","E",8,"summer",2016,"hatteraswind.csv"
"1379","NE",13,"summer",2016,"hatteraswind.csv"
"1380","S",13,"summer",2016,"hatteraswind.csv"
"1381","SE",17,"summer",2016,"hatteraswind.csv"
"1382","SW",36,"summer",2016,"hatteraswind.csv"
"1383","W",5,"summer",2016,"hatteraswind.csv"
"1384","E",9,"fall",2016,"hatteraswind.csv"
"1385","N",6,"fall",2016,"hatteraswind.csv"
"1386","NE",10,"fall",2016,"hatteraswind.csv"
"1387","NW",15,"fall",2016,"hatteraswind.csv"
"1388","S",15,"fall",2016,"hatteraswind.csv"
"1389","SE",15,"fall",2016,"hatteraswind.csv"
"1390","SW",15,"fall",2016,"hatteraswind.csv"
"1391","W",7,"fall",2016,"hatteraswind.csv"
"1392","E",9,"winter",2017,"hatteraswind.csv"
"1393","NE",7,"winter",2017,"hatteraswind.csv"
"1394","NW",7,"winter",2017,"hatteraswind.csv"
"1395","S",14,"winter",2017,"hatteraswind.csv"
"1396","SE",14,"winter",2017,"hatteraswind.csv"
"1397","SW",22,"winter",2017,"hatteraswind.csv"
"1398","W",17,"winter",2017,"hatteraswind.csv"
"1399","E",7,"spring",2017,"hatteraswind.csv"
"1400","NE",6,"spring",2017,"hatteraswind.csv"
"1401","NW",1,"spring",2017,"hatteraswind.csv"
"1402","S",20,"spring",2017,"hatteraswind.csv"
"1403","SE",7,"spring",2017,"hatteraswind.csv"
"1404","SW",41,"spring",2017,"hatteraswind.csv"
"1405","W",9,"spring",2017,"hatteraswind.csv"
"1406","E",7,"summer",2017,"hatteraswind.csv"
"1407","NE",18,"summer",2017,"hatteraswind.csv"
"1408","NW",2,"summer",2017,"hatteraswind.csv"
"1409","S",17,"summer",2017,"hatteraswind.csv"
"1410","SE",8,"summer",2017,"hatteraswind.csv"
"1411","SW",37,"summer",2017,"hatteraswind.csv"
"1412","W",3,"summer",2017,"hatteraswind.csv"
"1413","E",5,"fall",2017,"hatteraswind.csv"
"1414","N",4,"fall",2017,"hatteraswind.csv"
"1415","NE",25,"fall",2017,"hatteraswind.csv"
"1416","NW",6,"fall",2017,"hatteraswind.csv"
"1417","S",13,"fall",2017,"hatteraswind.csv"
"1418","SE",12,"fall",2017,"hatteraswind.csv"
"1419","SW",15,"fall",2017,"hatteraswind.csv"
"1420","W",12,"fall",2017,"hatteraswind.csv"
"1421","E",5,"winter",2018,"hatteraswind.csv"
"1422","N",1,"winter",2018,"hatteraswind.csv"
"1423","NE",15,"winter",2018,"hatteraswind.csv"
"1424","NW",10,"winter",2018,"hatteraswind.csv"
"1425","S",20,"winter",2018,"hatteraswind.csv"
"1426","SE",14,"winter",2018,"hatteraswind.csv"
"1427","SW",15,"winter",2018,"hatteraswind.csv"
"1428","W",10,"winter",2018,"hatteraswind.csv"
"1429","E",10,"spring",2018,"hatteraswind.csv"
"1430","N",2,"spring",2018,"hatteraswind.csv"
"1431","NE",6,"spring",2018,"hatteraswind.csv"
"1432","S",24,"spring",2018,"hatteraswind.csv"
"1433","SE",10,"spring",2018,"hatteraswind.csv"
"1434","SW",37,"spring",2018,"hatteraswind.csv"
"1435","W",2,"spring",2018,"hatteraswind.csv"
"1436","E",10,"summer",2018,"hatteraswind.csv"
"1437","N",1,"summer",2018,"hatteraswind.csv"
"1438","NE",16,"summer",2018,"hatteraswind.csv"
"1439","S",20,"summer",2018,"hatteraswind.csv"
"1440","SE",13,"summer",2018,"hatteraswind.csv"
"1441","SW",30,"summer",2018,"hatteraswind.csv"
"1442","W",2,"summer",2018,"hatteraswind.csv"
"1443","E",12,"fall",2018,"hatteraswind.csv"
"1444","N",1,"fall",2018,"hatteraswind.csv"
"1445","NE",15,"fall",2018,"hatteraswind.csv"
"1446","NW",4,"fall",2018,"hatteraswind.csv"
"1447","S",19,"fall",2018,"hatteraswind.csv"
"1448","SE",14,"fall",2018,"hatteraswind.csv"
"1449","SW",11,"fall",2018,"hatteraswind.csv"
"1450","W",16,"fall",2018,"hatteraswind.csv"
"1451","E",12,"winter",2019,"hatteraswind.csv"
"1452","N",1,"winter",2019,"hatteraswind.csv"
"1453","NE",19,"winter",2019,"hatteraswind.csv"
"1454","NW",5,"winter",2019,"hatteraswind.csv"
"1455","S",14,"winter",2019,"hatteraswind.csv"
"1456","SE",10,"winter",2019,"hatteraswind.csv"
"1457","SW",17,"winter",2019,"hatteraswind.csv"
"1458","W",12,"winter",2019,"hatteraswind.csv"
"1459","E",10,"spring",2019,"hatteraswind.csv"
"1460","N",1,"spring",2019,"hatteraswind.csv"
"1461","NE",4,"spring",2019,"hatteraswind.csv"
"1462","S",23,"spring",2019,"hatteraswind.csv"
"1463","SE",11,"spring",2019,"hatteraswind.csv"
"1464","SW",31,"spring",2019,"hatteraswind.csv"
"1465","W",10,"spring",2019,"hatteraswind.csv"
"1466","E",13,"summer",2019,"hatteraswind.csv"
"1467","NE",16,"summer",2019,"hatteraswind.csv"
"1468","S",14,"summer",2019,"hatteraswind.csv"
"1469","SE",10,"summer",2019,"hatteraswind.csv"
"1470","SW",37,"summer",2019,"hatteraswind.csv"
"1471","W",1,"summer",2019,"hatteraswind.csv"
"1472","E",15,"fall",2019,"hatteraswind.csv"
"1473","N",3,"fall",2019,"hatteraswind.csv"
"1474","NE",16,"fall",2019,"hatteraswind.csv"
"1475","NW",6,"fall",2019,"hatteraswind.csv"
"1476","S",10,"fall",2019,"hatteraswind.csv"
"1477","SE",13,"fall",2019,"hatteraswind.csv"
"1478","SW",16,"fall",2019,"hatteraswind.csv"
"1479","W",13,"fall",2019,"hatteraswind.csv"
"1480","E",12,"winter",2020,"hatteraswind.csv"
"1481","N",4,"winter",2020,"hatteraswind.csv"
"1482","NE",10,"winter",2020,"hatteraswind.csv"
"1483","NW",3,"winter",2020,"hatteraswind.csv"
"1484","S",8,"winter",2020,"hatteraswind.csv"
"1485","SE",7,"winter",2020,"hatteraswind.csv"
"1486","SW",32,"winter",2020,"hatteraswind.csv"
"1487","W",15,"winter",2020,"hatteraswind.csv"
"1488","E",5,"spring",2020,"hatteraswind.csv"
"1489","NE",14,"spring",2020,"hatteraswind.csv"
"1490","NW",3,"spring",2020,"hatteraswind.csv"
"1491","S",21,"spring",2020,"hatteraswind.csv"
"1492","SE",7,"spring",2020,"hatteraswind.csv"
"1493","SW",34,"spring",2020,"hatteraswind.csv"
"1494","W",7,"spring",2020,"hatteraswind.csv"
"1495","E",14,"summer",2020,"hatteraswind.csv"
"1496","NE",9,"summer",2020,"hatteraswind.csv"
"1497","S",17,"summer",2020,"hatteraswind.csv"
"1498","SE",10,"summer",2020,"hatteraswind.csv"
"1499","SW",35,"summer",2020,"hatteraswind.csv"
"1500","W",7,"summer",2020,"hatteraswind.csv"
"1501","E",12,"fall",2020,"hatteraswind.csv"
"1502","N",1,"fall",2020,"hatteraswind.csv"
"1503","NE",18,"fall",2020,"hatteraswind.csv"
"1504","NW",10,"fall",2020,"hatteraswind.csv"
"1505","S",20,"fall",2020,"hatteraswind.csv"
"1506","SE",12,"fall",2020,"hatteraswind.csv"
"1507","SW",12,"fall",2020,"hatteraswind.csv"
"1508","W",7,"fall",2020,"hatteraswind.csv"
"1509","E",13,"winter",2021,"hatteraswind.csv"
"1510","NE",14,"winter",2021,"hatteraswind.csv"
"1511","NW",6,"winter",2021,"hatteraswind.csv"
"1512","S",13,"winter",2021,"hatteraswind.csv"
"1513","SE",10,"winter",2021,"hatteraswind.csv"
"1514","SW",23,"winter",2021,"hatteraswind.csv"
"1515","W",11,"winter",2021,"hatteraswind.csv"
"1516","E",8,"spring",2021,"hatteraswind.csv"
"1517","N",1,"spring",2021,"hatteraswind.csv"
"1518","NE",13,"spring",2021,"hatteraswind.csv"
"1519","NW",1,"spring",2021,"hatteraswind.csv"
"1520","S",15,"spring",2021,"hatteraswind.csv"
"1521","SE",19,"spring",2021,"hatteraswind.csv"
"1522","SW",30,"spring",2021,"hatteraswind.csv"
"1523","W",4,"spring",2021,"hatteraswind.csv"
"1524","E",7,"summer",2021,"hatteraswind.csv"
"1525","NE",9,"summer",2021,"hatteraswind.csv"
"1526","S",13,"summer",2021,"hatteraswind.csv"
"1527","SE",12,"summer",2021,"hatteraswind.csv"
"1528","SW",47,"summer",2021,"hatteraswind.csv"
"1529","W",4,"summer",2021,"hatteraswind.csv"
"1530","E",10,"fall",2021,"hatteraswind.csv"
"1531","N",1,"fall",2021,"hatteraswind.csv"
"1532","NE",14,"fall",2021,"hatteraswind.csv"
"1533","NW",7,"fall",2021,"hatteraswind.csv"
"1534","S",14,"fall",2021,"hatteraswind.csv"
"1535","SE",12,"fall",2021,"hatteraswind.csv"
"1536","SW",20,"fall",2021,"hatteraswind.csv"
"1537","W",14,"fall",2021,"hatteraswind.csv"
"1538","E",13,"winter",2022,"hatteraswind.csv"
"1539","N",3,"winter",2022,"hatteraswind.csv"
"1540","NE",8,"winter",2022,"hatteraswind.csv"
"1541","NW",5,"winter",2022,"hatteraswind.csv"
"1542","S",21,"winter",2022,"hatteraswind.csv"
"1543","SE",9,"winter",2022,"hatteraswind.csv"
"1544","SW",21,"winter",2022,"hatteraswind.csv"
"1545","W",10,"winter",2022,"hatteraswind.csv"
"1546","E",14,"spring",2022,"hatteraswind.csv"
"1547","N",3,"spring",2022,"hatteraswind.csv"
"1548","NE",10,"spring",2022,"hatteraswind.csv"
"1549","NW",3,"spring",2022,"hatteraswind.csv"
"1550","S",15,"spring",2022,"hatteraswind.csv"
"1551","SE",14,"spring",2022,"hatteraswind.csv"
"1552","SW",29,"spring",2022,"hatteraswind.csv"
"1553","W",3,"spring",2022,"hatteraswind.csv"
"1554","E",11,"summer",2022,"hatteraswind.csv"
"1555","N",1,"summer",2022,"hatteraswind.csv"
"1556","NE",13,"summer",2022,"hatteraswind.csv"
"1557","NW",1,"summer",2022,"hatteraswind.csv"
"1558","S",13,"summer",2022,"hatteraswind.csv"
"1559","SE",10,"summer",2022,"hatteraswind.csv"
"1560","SW",40,"summer",2022,"hatteraswind.csv"
"1561","W",3,"summer",2022,"hatteraswind.csv"
"1562","E",8,"fall",2022,"hatteraswind.csv"
"1563","N",4,"fall",2022,"hatteraswind.csv"
"1564","NE",26,"fall",2022,"hatteraswind.csv"
"1565","NW",8,"fall",2022,"hatteraswind.csv"
"1566","S",13,"fall",2022,"hatteraswind.csv"
"1567","SE",5,"fall",2022,"hatteraswind.csv"
"1568","SW",17,"fall",2022,"hatteraswind.csv"
"1569","W",11,"fall",2022,"hatteraswind.csv"
"1570","E",7,"winter",2023,"hatteraswind.csv"
"1571","N",1,"winter",2023,"hatteraswind.csv"
"1572","NE",8,"winter",2023,"hatteraswind.csv"
"1573","NW",6,"winter",2023,"hatteraswind.csv"
"1574","S",16,"winter",2023,"hatteraswind.csv"
"1575","SE",14,"winter",2023,"hatteraswind.csv"
"1576","SW",25,"winter",2023,"hatteraswind.csv"
"1577","W",13,"winter",2023,"hatteraswind.csv"
"1578","E",9,"spring",2023,"hatteraswind.csv"
"1579","N",3,"spring",2023,"hatteraswind.csv"
"1580","NE",18,"spring",2023,"hatteraswind.csv"
"1581","S",18,"spring",2023,"hatteraswind.csv"
"1582","SE",10,"spring",2023,"hatteraswind.csv"
"1583","SW",27,"spring",2023,"hatteraswind.csv"
"1584","W",6,"spring",2023,"hatteraswind.csv"
"1585","E",6,"summer",2023,"hatteraswind.csv"
"1586","NE",2,"summer",2023,"hatteraswind.csv"
"1587","S",6,"summer",2023,"hatteraswind.csv"
"1588","SE",5,"summer",2023,"hatteraswind.csv"
"1589","SW",29,"summer",2023,"hatteraswind.csv"
"1590","W",4,"summer",2023,"hatteraswind.csv"
"1591","E",1,"fall",2007,"oregonwind.csv"
"1592","NE",3,"fall",2007,"oregonwind.csv"
"1593","NW",1,"fall",2007,"oregonwind.csv"
"1594","S",4,"fall",2007,"oregonwind.csv"
"1595","SE",5,"fall",2007,"oregonwind.csv"
"1596","SW",5,"fall",2007,"oregonwind.csv"
"1597","W",1,"fall",2007,"oregonwind.csv"
"1598","E",10,"winter",2008,"oregonwind.csv"
"1599","N",2,"winter",2008,"oregonwind.csv"
"1600","NE",3,"winter",2008,"oregonwind.csv"
"1601","NW",8,"winter",2008,"oregonwind.csv"
"1602","S",24,"winter",2008,"oregonwind.csv"
"1603","SE",13,"winter",2008,"oregonwind.csv"
"1604","SW",20,"winter",2008,"oregonwind.csv"
"1605","W",11,"winter",2008,"oregonwind.csv"
"1606","E",9,"spring",2008,"oregonwind.csv"
"1607","N",2,"spring",2008,"oregonwind.csv"
"1608","NE",8,"spring",2008,"oregonwind.csv"
"1609","NW",3,"spring",2008,"oregonwind.csv"
"1610","S",21,"spring",2008,"oregonwind.csv"
"1611","SE",17,"spring",2008,"oregonwind.csv"
"1612","SW",29,"spring",2008,"oregonwind.csv"
"1613","W",2,"spring",2008,"oregonwind.csv"
"1614","E",18,"summer",2008,"oregonwind.csv"
"1615","N",2,"summer",2008,"oregonwind.csv"
"1616","NE",12,"summer",2008,"oregonwind.csv"
"1617","S",23,"summer",2008,"oregonwind.csv"
"1618","SE",16,"summer",2008,"oregonwind.csv"
"1619","SW",21,"summer",2008,"oregonwind.csv"
"1620","E",12,"fall",2008,"oregonwind.csv"
"1621","NE",8,"fall",2008,"oregonwind.csv"
"1622","NW",9,"fall",2008,"oregonwind.csv"
"1623","S",15,"fall",2008,"oregonwind.csv"
"1624","SE",13,"fall",2008,"oregonwind.csv"
"1625","SW",23,"fall",2008,"oregonwind.csv"
"1626","W",12,"fall",2008,"oregonwind.csv"
"1627","E",5,"winter",2009,"oregonwind.csv"
"1628","N",5,"winter",2009,"oregonwind.csv"
"1629","NE",6,"winter",2009,"oregonwind.csv"
"1630","NW",12,"winter",2009,"oregonwind.csv"
"1631","S",19,"winter",2009,"oregonwind.csv"
