Estimate Status,Year,Species_group,Sub_group,Released_alive_B2,PSE
FINAL,1999,EELS,EELS,3281,61.7
FINAL,1999,FLOUNDERS,OTHER FLOUNDERS,1307341,10.8
FINAL,1999,GRUNTS,OTHER GRUNTS,10685,53.8
FINAL,1999,GRUNTS,PIGFISH,1429091,14.6
FINAL,1999,HERRINGS,HERRINGS,24468,50.6
FINAL,1999,JACKS,BLUE RUNNER,2744,98.9
FINAL,1999,JACKS,CREVALLE JACK,13148,51.4
FINAL,1999,JACKS,FLORIDA POMPANO,134019,18.1
FINAL,1999,JACKS,GREATER AMBERJACK,1245,83.2
FINAL,1999,JACKS,OTHER JACKS,10910,64.8
FINAL,1999,MULLETS,MULLETS,42207,40
FINAL,1999,OTHER FISHES,OTHER FISHES,452731,21.8
FINAL,1999,PORGIES,OTHER PORGIES,2065,95.5
FINAL,1999,PORGIES,PINFISHES,9948280,15.1
FINAL,1999,PORGIES,RED PORGY,31072,95.8
FINAL,1999,PORGIES,SHEEPSHEAD,124676,29
FINAL,1999,PUFFERS,PUFFERS,713996,18.1
FINAL,1999,SEA BASSES,BLACK SEA BASS,1325394,15
FINAL,1999,SEA BASSES,EPINEPHELUS GROUPERS,259,99.8
FINAL,1999,SEA BASSES,MYCTEROPERCA GROUPERS,6009,55.6
FINAL,1999,SEA BASSES,OTHER SEA BASSES,4497,53.9
FINAL,1999,SEAROBINS,SEAROBINS,119290,26.7
FINAL,1999,SNAPPERS,OTHER SNAPPERS,609,97.2
FINAL,1999,SNAPPERS,VERMILION SNAPPER,37020,88.4
FINAL,1999,TEMPERATE BASSES,STRIPED BASS,884594,25
FINAL,1999,TEMPERATE BASSES,WHITE PERCH,10969,71.4
FINAL,1999,TOADFISHES,TOADFISHES,61955,21.3
FINAL,1999,TRIGGERFISHES/FILEFISHES,TRIGGERFISHES/FILEFISHES,8173,84
FINAL,1999,TUNAS AND MACKERELS,KING MACKEREL,120296,34.9
FINAL,1999,TUNAS AND MACKERELS,LITTLE TUNNY/ATLANTIC BONITO,77884,36.6
FINAL,1999,TUNAS AND MACKERELS,OTHER TUNAS/MACKERELS,15495,32.2
FINAL,1999,TUNAS AND MACKERELS,SPANISH MACKEREL,253317,17
FINAL,1999,WRASSES,TAUTOG,478,99.5
FINAL,2000,BARRACUDAS,BARRACUDAS,3231,42.8
FINAL,2000,BLUEFISH,BLUEFISH,5231507,24.8
FINAL,2000,CARTILAGINOUS FISHES,DOGFISH SHARKS,109351,33
FINAL,2000,CARTILAGINOUS FISHES,OTHER SHARKS,446686,24.5
FINAL,2000,CARTILAGINOUS FISHES,SKATES/RAYS,2071505,12.9
FINAL,2000,CATFISHES,FRESHWATER CATFISHES,3981,71.4
FINAL,2000,CODS AND HAKES,OTHER CODS/HAKES,3282,85.8
FINAL,2000,DOLPHINS,DOLPHINS,17396,32
FINAL,2000,DRUMS,ATLANTIC CROAKER,3475554,12.5
FINAL,2000,DRUMS,BLACK DRUM,112470,28.2
FINAL,2000,DRUMS,KINGFISHES,1943897,24.8
FINAL,2000,DRUMS,OTHER DRUM,580994,17.8
FINAL,2000,DRUMS,RED DRUM,443747,18.6
FINAL,2000,DRUMS,SILVER PERCH,528300,66.8
FINAL,2000,DRUMS,SPOT,1366746,14.1
FINAL,2000,DRUMS,SPOTTED SEATROUT,170075,24
FINAL,2000,DRUMS,WEAKFISH,751197,24.4
FINAL,2000,EELS,EELS,11216,46.5
FINAL,2000,FLOUNDERS,OTHER FLOUNDERS,3011181,9.1
FINAL,2000,FLOUNDERS,SUMMER FLOUNDER,1158,101.9
FINAL,2000,GRUNTS,OTHER GRUNTS,29756,60
FINAL,2000,GRUNTS,PIGFISH,1511814,12.1
FINAL,2000,GRUNTS,WHITE GRUNT,525,99.4
FINAL,2000,HERRINGS,HERRINGS,68659,57.5
FINAL,2000,JACKS,FLORIDA POMPANO,573935,24.3
FINAL,2000,JACKS,GREATER AMBERJACK,4026,62.2
FINAL,2000,JACKS,OTHER JACKS,3444,51.5
FINAL,2000,MULLETS,MULLETS,440233,48
FINAL,2000,OTHER FISHES,OTHER FISHES,887655,14.8
FINAL,2000,PORGIES,OTHER PORGIES,14413,66.2
FINAL,2000,PORGIES,PINFISHES,9067067,9.7
FINAL,2000,PORGIES,RED PORGY,8343,100.7
FINAL,2000,PORGIES,SHEEPSHEAD,94963,28.2
FINAL,2000,PUFFERS,PUFFERS,926159,16.3
FINAL,2000,SEA BASSES,BLACK SEA BASS,1652835,19.8
FINAL,2000,SEA BASSES,EPINEPHELUS GROUPERS,5136,99.8
FINAL,2000,SEA BASSES,MYCTEROPERCA GROUPERS,5543,76.8
FINAL,2000,SEA BASSES,OTHER SEA BASSES,317676,27
FINAL,2000,SEAROBINS,SEAROBINS,207347,21.3
FINAL,2000,SNAPPERS,OTHER SNAPPERS,6418,95.4
FINAL,2000,SNAPPERS,RED SNAPPER,2034,100.7
FINAL,2000,TEMPERATE BASSES,OTHER TEMPERATE BASSES,18045,62
FINAL,2000,TEMPERATE BASSES,STRIPED BASS,478972,28.3
FINAL,2000,TEMPERATE BASSES,WHITE PERCH,7510,58.6
FINAL,2000,TOADFISHES,TOADFISHES,264028,25.7
FINAL,2000,TRIGGERFISHES/FILEFISHES,TRIGGERFISHES/FILEFISHES,2906,100.7
FINAL,2000,TUNAS AND MACKERELS,KING MACKEREL,26009,41.1
FINAL,2000,TUNAS AND MACKERELS,LITTLE TUNNY/ATLANTIC BONITO,41590,20.7
FINAL,2000,TUNAS AND MACKERELS,OTHER TUNAS/MACKERELS,71485,51.3
FINAL,2000,TUNAS AND MACKERELS,SPANISH MACKEREL,451910,19.2
FINAL,2000,WRASSES,TAUTOG,6851,60
FINAL,2001,BARRACUDAS,BARRACUDAS,9001,28.2
FINAL,2001,BLUEFISH,BLUEFISH,6756435,13.9
FINAL,2001,CARTILAGINOUS FISHES,DOGFISH SHARKS,229402,29.6
FINAL,2001,CARTILAGINOUS FISHES,OTHER SHARKS,1033464,14.5
FINAL,2001,CARTILAGINOUS FISHES,SKATES/RAYS,1086813,19
FINAL,2001,CATFISHES,FRESHWATER CATFISHES,24353,95
FINAL,2001,CODS AND HAKES,OTHER CODS/HAKES,216230,82.2
FINAL,2001,DOLPHINS,DOLPHINS,4781,44.8
FINAL,2001,DRUMS,ATLANTIC CROAKER,2387491,11.8
FINAL,2001,DRUMS,BLACK DRUM,325234,32.2
FINAL,2001,DRUMS,KINGFISHES,1059193,15.6
FINAL,2001,DRUMS,OTHER DRUM,1162297,24.8
FINAL,2001,DRUMS,RED DRUM,538370,20.1
FINAL,2001,DRUMS,SILVER PERCH,107180,34.5
FINAL,2001,DRUMS,SPOT,2804349,16.2
FINAL,2001,DRUMS,SPOTTED SEATROUT,515433,19.9
FINAL,2001,DRUMS,WEAKFISH,2363650,45.3
FINAL,2001,EELS,EELS,5683,64.7
FINAL,2001,FLOUNDERS,OTHER FLOUNDERS,2823126,9.9
FINAL,2001,FLOUNDERS,SUMMER FLOUNDER,3791,73.3
FINAL,2001,GRUNTS,OTHER GRUNTS,17171,58.5
FINAL,2001,GRUNTS,PIGFISH,1273575,16.9
FINAL,2001,GRUNTS,WHITE GRUNT,6527,100.8
FINAL,2001,HERRINGS,HERRINGS,752578,29.5
FINAL,2001,JACKS,BLUE RUNNER,888,70.5
FINAL,2001,JACKS,CREVALLE JACK,460,98.4
FINAL,2001,JACKS,FLORIDA POMPANO,611086,35
FINAL,2001,JACKS,GREATER AMBERJACK,3186,46.9
FINAL,2001,JACKS,OTHER JACKS,36075,72.3
FINAL,2001,MULLETS,MULLETS,933343,27.8
FINAL,2001,OTHER FISHES,OTHER FISHES,1246455,14.4
FINAL,2001,PORGIES,OTHER PORGIES,12606,69.8
FINAL,2001,PORGIES,PINFISHES,8837081,12.3
FINAL,2001,PORGIES,RED PORGY,61591,43.1
FINAL,2001,PORGIES,SCUP,6518,93.9
FINAL,2001,PORGIES,SHEEPSHEAD,66594,38.5
FINAL,2001,PUFFERS,PUFFERS,981397,13.8
FINAL,2001,SEA BASSES,BLACK SEA BASS,1498961,12.6
FINAL,2001,SEA BASSES,EPINEPHELUS GROUPERS,7694,45.3
FINAL,2001,SEA BASSES,MYCTEROPERCA GROUPERS,12871,36
FINAL,2001,SEA BASSES,OTHER SEA BASSES,194651,19.5
FINAL,2001,SEAROBINS,SEAROBINS,230338,22.9
FINAL,2001,SNAPPERS,RED SNAPPER,1083,60.2
FINAL,2001,SNAPPERS,VERMILION SNAPPER,25173,62.8
FINAL,2001,TEMPERATE BASSES,STRIPED BASS,240757,24.8
FINAL,2001,TEMPERATE BASSES,WHITE PERCH,24553,73.7
FINAL,2001,TOADFISHES,TOADFISHES,157486,26.4
FINAL,2001,TRIGGERFISHES/FILEFISHES,TRIGGERFISHES/FILEFISHES,10441,61.5
FINAL,2001,TUNAS AND MACKERELS,KING MACKEREL,12381,41.8
FINAL,2001,TUNAS AND MACKERELS,LITTLE TUNNY/ATLANTIC BONITO,78517,26.9
FINAL,2001,TUNAS AND MACKERELS,OTHER TUNAS/MACKERELS,7088,41.8
FINAL,2001,TUNAS AND MACKERELS,SPANISH MACKEREL,338918,37
FINAL,2001,WRASSES,TAUTOG,25373,97.8
FINAL,2002,BARRACUDAS,BARRACUDAS,8573,33.1
FINAL,2002,BLUEFISH,BLUEFISH,4357535,11.8
FINAL,2002,CARTILAGINOUS FISHES,DOGFISH SHARKS,115577,30.5
FINAL,2002,CARTILAGINOUS FISHES,OTHER SHARKS,1041248,16.9
FINAL,2002,CARTILAGINOUS FISHES,SKATES/RAYS,893772,14.6
FINAL,2002,CATFISHES,SALTWATER CATFISHES,1040,99.3
FINAL,2002,DOLPHINS,DOLPHINS,3699,45.3
FINAL,2002,DRUMS,ATLANTIC CROAKER,2218039,23.8
FINAL,2002,DRUMS,BLACK DRUM,215810,34.5
FINAL,2002,DRUMS,KINGFISHES,968687,19.9
FINAL,2002,DRUMS,OTHER DRUM,615328,29.4
FINAL,2002,DRUMS,RED DRUM,1515679,17.2
FINAL,2002,DRUMS,SILVER PERCH,99484,37.2
FINAL,2002,DRUMS,SPOT,1569579,11.9
FINAL,2002,DRUMS,SPOTTED SEATROUT,1349460,30.9
FINAL,2002,DRUMS,WEAKFISH,793989,25
FINAL,2002,EELS,EELS,3382,51
FINAL,2002,FLOUNDERS,OTHER FLOUNDERS,2840146,8.1
FINAL,2002,FLOUNDERS,SOUTHERN FLOUNDER,5527,99.9
FINAL,2002,FLOUNDERS,SUMMER FLOUNDER,2426,99.9
FINAL,2002,GRUNTS,OTHER GRUNTS,87251,79
FINAL,2002,GRUNTS,PIGFISH,1363433,25
FINAL,2002,HERRINGS,HERRINGS,716474,25.4
FINAL,2002,JACKS,CREVALLE JACK,9001,48.7
FINAL,2002,JACKS,FLORIDA POMPANO,296537,25.1
FINAL,2002,JACKS,GREATER AMBERJACK,18266,48
FINAL,2002,JACKS,OTHER JACKS,40682,34.2
FINAL,2002,MULLETS,MULLETS,1983858,29.9
FINAL,2002,OTHER FISHES,OTHER FISHES,1342998,14.2
FINAL,2002,PORGIES,OTHER PORGIES,5310,90.4
FINAL,2002,PORGIES,PINFISHES,11299282,11.5
FINAL,2002,PORGIES,RED PORGY,30323,35.4
FINAL,2002,PORGIES,SHEEPSHEAD,68317,24.4
FINAL,2002,PUFFERS,PUFFERS,1047609,25
FINAL,2002,SEA BASSES,BLACK SEA BASS,1023629,13.5
FINAL,2002,SEA BASSES,EPINEPHELUS GROUPERS,10286,41.1
FINAL,2002,SEA BASSES,MYCTEROPERCA GROUPERS,37731,66.2
FINAL,2002,SEA BASSES,OTHER SEA BASSES,230791,18.2
FINAL,2002,SEAROBINS,SEAROBINS,656469,30.8
FINAL,2002,SNAPPERS,OTHER SNAPPERS,5120,100.8
FINAL,2002,SNAPPERS,RED SNAPPER,350,100
FINAL,2002,SNAPPERS,VERMILION SNAPPER,82917,68.6
FINAL,2002,TEMPERATE BASSES,STRIPED BASS,305066,25.7
FINAL,2002,TOADFISHES,TOADFISHES,257067,19.9
FINAL,2002,TRIGGERFISHES/FILEFISHES,TRIGGERFISHES/FILEFISHES,1113,100
FINAL,2002,TUNAS AND MACKERELS,KING MACKEREL,20811,49.1
FINAL,2002,TUNAS AND MACKERELS,LITTLE TUNNY/ATLANTIC BONITO,89706,42.8
FINAL,2002,TUNAS AND MACKERELS,OTHER TUNAS/MACKERELS,68590,39
FINAL,2002,TUNAS AND MACKERELS,SPANISH MACKEREL,309546,16.9
FINAL,2002,WRASSES,TAUTOG,1953,87.1
FINAL,2003,BARRACUDAS,BARRACUDAS,4213,47.5
FINAL,2003,BLUEFISH,BLUEFISH,3432547,12.9
FINAL,2003,CARTILAGINOUS FISHES,DOGFISH SHARKS,145851,59.5
FINAL,2003,CARTILAGINOUS FISHES,OTHER SHARKS,929650,13.6
FINAL,2003,CARTILAGINOUS FISHES,SKATES/RAYS,1283460,14.9
FINAL,2003,CATFISHES,FRESHWATER CATFISHES,871,98.6
FINAL,2003,CODS AND HAKES,OTHER CODS/HAKES,77961,55.9
FINAL,2003,DOLPHINS,DOLPHINS,13985,57.1
FINAL,2003,DRUMS,ATLANTIC CROAKER,2765303,12.5
FINAL,2003,DRUMS,BLACK DRUM,481742,21.2
FINAL,2003,DRUMS,KINGFISHES,1920446,16.1
FINAL,2003,DRUMS,OTHER DRUM,465000,52.9
FINAL,2003,DRUMS,RED DRUM,215277,18.1
FINAL,2003,DRUMS,SILVER PERCH,87483,34.4
FINAL,2003,DRUMS,SPOT,2970990,13
FINAL,2003,DRUMS,SPOTTED SEATROUT,546960,36.5
FINAL,2003,DRUMS,WEAKFISH,313626,20.8
FINAL,2003,EELS,EELS,19444,36.1
FINAL,2003,FLOUNDERS,OTHER FLOUNDERS,1631925,8.2
FINAL,2003,FLOUNDERS,SOUTHERN FLOUNDER,619,100
FINAL,2003,FLOUNDERS,SUMMER FLOUNDER,1650,97.9
FINAL,2003,GRUNTS,OTHER GRUNTS,12102,53.4
FINAL,2003,GRUNTS,PIGFISH,1638238,12.7
FINAL,2003,GRUNTS,WHITE GRUNT,17556,94.3
FINAL,2003,HERRINGS,HERRINGS,1766307,36.4
FINAL,2003,JACKS,BLUE RUNNER,6772,91.6
FINAL,2003,JACKS,CREVALLE JACK,161,53.4
FINAL,2003,JACKS,FLORIDA POMPANO,946984,31.7
FINAL,2003,JACKS,GREATER AMBERJACK,6676,58.8
FINAL,2003,JACKS,OTHER JACKS,59786,40.6
FINAL,2003,MULLETS,MULLETS,1382456,21.7
FINAL,2003,OTHER FISHES,OTHER FISHES,565945,23.3
FINAL,2003,PORGIES,OTHER PORGIES,1974,98.8
FINAL,2003,PORGIES,PINFISHES,10908595,11.7
FINAL,2003,PORGIES,RED PORGY,25132,42.5
FINAL,2003,PORGIES,SCUP,455,100
FINAL,2003,PORGIES,SHEEPSHEAD,85877,31.8
FINAL,2003,PUFFERS,PUFFERS,715150,23.7
FINAL,2003,SEA BASSES,BLACK SEA BASS,931453,15.7
FINAL,2003,SEA BASSES,EPINEPHELUS GROUPERS,3892,52.6
FINAL,2003,SEA BASSES,MYCTEROPERCA GROUPERS,17701,45.7
FINAL,2003,SEA BASSES,OTHER SEA BASSES,140041,25.4
FINAL,2003,SEAROBINS,SEAROBINS,69045,21.2
FINAL,2003,SNAPPERS,OTHER SNAPPERS,15045,100.1
FINAL,2003,SNAPPERS,VERMILION SNAPPER,22040,80.7
FINAL,2003,TEMPERATE BASSES,STRIPED BASS,600018,35.2
FINAL,2003,TEMPERATE BASSES,WHITE PERCH,14461,72.5
FINAL,2003,TOADFISHES,TOADFISHES,246572,17.5
FINAL,2003,TRIGGERFISHES/FILEFISHES,TRIGGERFISHES/FILEFISHES,10074,70.7
FINAL,2003,TUNAS AND MACKERELS,ATLANTIC MACKEREL,2426,99.1
FINAL,2003,TUNAS AND MACKERELS,KING MACKEREL,33774,27.5
FINAL,2003,TUNAS AND MACKERELS,LITTLE TUNNY/ATLANTIC BONITO,24662,27.8
FINAL,2003,TUNAS AND MACKERELS,OTHER TUNAS/MACKERELS,43870,27.3
FINAL,2003,TUNAS AND MACKERELS,SPANISH MACKEREL,266887,17.1
FINAL,2003,WRASSES,TAUTOG,5030,60.2
FINAL,2004,BARRACUDAS,BARRACUDAS,8522,83.4
FINAL,2004,BLUEFISH,BLUEFISH,3781031,10.9
FINAL,2004,CARTILAGINOUS FISHES,DOGFISH SHARKS,919204,33.2
FINAL,2004,CARTILAGINOUS FISHES,OTHER SHARKS,1651270,14.3
FINAL,2004,CARTILAGINOUS FISHES,SKATES/RAYS,1747762,14.9
FINAL,2004,CATFISHES,FRESHWATER CATFISHES,2338,100.2
FINAL,2004,CATFISHES,SALTWATER CATFISHES,4112,87.8
FINAL,2004,CODS AND HAKES,OTHER CODS/HAKES,544,100.2
FINAL,2004,DOLPHINS,DOLPHINS,6905,58.6
FINAL,2004,DRUMS,ATLANTIC CROAKER,3407280,14
FINAL,2004,DRUMS,BLACK DRUM,255753,44.2
FINAL,2004,DRUMS,KINGFISHES,2528682,24.4
FINAL,2004,DRUMS,OTHER DRUM,509758,23.4
FINAL,2004,DRUMS,RED DRUM,369326,13.3
FINAL,2004,DRUMS,SILVER PERCH,124740,48.8
FINAL,2004,DRUMS,SPOT,2899319,12.5
FINAL,2004,DRUMS,SPOTTED SEATROUT,597766,18.2
FINAL,2004,DRUMS,WEAKFISH,443048,20.7
FINAL,2004,EELS,EELS,12478,37
FINAL,2004,FLOUNDERS,OTHER FLOUNDERS,2876871,11.5
FINAL,2004,FLOUNDERS,SOUTHERN FLOUNDER,53431,71.6
FINAL,2004,GRUNTS,OTHER GRUNTS,1904,100.4
FINAL,2004,GRUNTS,PIGFISH,1739120,16.9
FINAL,2004,GRUNTS,WHITE GRUNT,45327,70.6
FINAL,2004,HERRINGS,HERRINGS,591109,32.1
FINAL,2004,JACKS,CREVALLE JACK,723,77.5
FINAL,2004,JACKS,FLORIDA POMPANO,941805,21.3
FINAL,2004,JACKS,GREATER AMBERJACK,3261,72.6
FINAL,2004,JACKS,OTHER JACKS,34749,82.4
FINAL,2004,MULLETS,MULLETS,1297500,20.6
FINAL,2004,OTHER FISHES,OTHER FISHES,775607,14.3
FINAL,2004,PORGIES,OTHER PORGIES,297138,54.2
FINAL,2004,PORGIES,PINFISHES,8046208,11.1
FINAL,2004,PORGIES,RED PORGY,67406,38.5
FINAL,2004,PORGIES,SCUP,669,101.3
FINAL,2004,PORGIES,SHEEPSHEAD,40263,44.6
FINAL,2004,PUFFERS,PUFFERS,521388,19.8
FINAL,2004,SEA BASSES,BLACK SEA BASS,1942630,15.7
FINAL,2004,SEA BASSES,EPINEPHELUS GROUPERS,31793,44.8
FINAL,2004,SEA BASSES,MYCTEROPERCA GROUPERS,28334,37.8
FINAL,2004,SEA BASSES,OTHER SEA BASSES,155073,26.9
FINAL,2004,SEAROBINS,SEAROBINS,172308,20.9
FINAL,2004,SNAPPERS,VERMILION SNAPPER,46053,71.9
FINAL,2004,TEMPERATE BASSES,STRIPED BASS,1090717,26.6
FINAL,2004,TEMPERATE BASSES,WHITE PERCH,8054,91.3
FINAL,2004,TOADFISHES,TOADFISHES,180757,16.7
FINAL,2004,TRIGGERFISHES/FILEFISHES,TRIGGERFISHES/FILEFISHES,5877,87.2
FINAL,2004,TUNAS AND MACKERELS,KING MACKEREL,184384,38.7
FINAL,2004,TUNAS AND MACKERELS,LITTLE TUNNY/ATLANTIC BONITO,62965,27.5
FINAL,2004,TUNAS AND MACKERELS,OTHER TUNAS/MACKERELS,34837,24
FINAL,2004,TUNAS AND MACKERELS,SPANISH MACKEREL,317189,26.9
FINAL,2004,WRASSES,TAUTOG,1096,98.5
FINAL,2005,BARRACUDAS,BARRACUDAS,13186,55.5
FINAL,2005,BLUEFISH,BLUEFISH,4417822,11.2
FINAL,2005,CARTILAGINOUS FISHES,DOGFISH SHARKS,792947,75
FINAL,2005,CARTILAGINOUS FISHES,OTHER SHARKS,2237817,18.9
FINAL,2005,CARTILAGINOUS FISHES,SKATES/RAYS,2403684,26.9
FINAL,2005,CODS AND HAKES,OTHER CODS/HAKES,293928,90.3
FINAL,2005,DOLPHINS,DOLPHINS,3264,66.7
FINAL,2005,DRUMS,ATLANTIC CROAKER,3038472,12.4
FINAL,2005,DRUMS,BLACK DRUM,376363,25.6
FINAL,2005,DRUMS,KINGFISHES,1814580,18.7
FINAL,2005,DRUMS,OTHER DRUM,948594,23
FINAL,2005,DRUMS,RED DRUM,967892,37.5
FINAL,2005,DRUMS,SILVER PERCH,158168,45.2
FINAL,2005,DRUMS,SPOT,4407100,16.2
FINAL,2005,DRUMS,SPOTTED SEATROUT,3082989,30.6
FINAL,2005,DRUMS,WEAKFISH,416023,20.7
FINAL,2005,EELS,EELS,3825,59.5
FINAL,2005,FLOUNDERS,OTHER FLOUNDERS,1756368,9.6
FINAL,2005,FLOUNDERS,SOUTHERN FLOUNDER,7797,92.4
FINAL,2005,FLOUNDERS,SUMMER FLOUNDER,2366,98.7
FINAL,2005,GRUNTS,OTHER GRUNTS,8336,64.3
FINAL,2005,GRUNTS,PIGFISH,1161855,20.6
FINAL,2005,GRUNTS,WHITE GRUNT,54688,73.6
FINAL,2005,HERRINGS,HERRINGS,507961,45.6
FINAL,2005,JACKS,BLUE RUNNER,2519,97
FINAL,2005,JACKS,CREVALLE JACK,1023,86.1
FINAL,2005,JACKS,FLORIDA POMPANO,719238,26.7
FINAL,2005,JACKS,GREATER AMBERJACK,4612,77.3
FINAL,2005,JACKS,OTHER JACKS,68596,37.3
FINAL,2005,MULLETS,MULLETS,1231433,26.2
FINAL,2005,OTHER FISHES,OTHER FISHES,600370,16.8
FINAL,2005,PORGIES,OTHER PORGIES,3277,58.8
FINAL,2005,PORGIES,PINFISHES,4874588,12.8
FINAL,2005,PORGIES,RED PORGY,38357,65.6
FINAL,2005,PORGIES,SCUP,365,101.1
FINAL,2005,PORGIES,SHEEPSHEAD,65863,80.5
FINAL,2005,PUFFERS,PUFFERS,377143,31.5
FINAL,2005,SEA BASSES,BLACK SEA BASS,2142304,14.4
FINAL,2005,SEA BASSES,EPINEPHELUS GROUPERS,49882,43.5
FINAL,2005,SEA BASSES,MYCTEROPERCA GROUPERS,38084,35.8
FINAL,2005,SEA BASSES,OTHER SEA BASSES,187760,25.6
FINAL,2005,SEAROBINS,SEAROBINS,234587,26
FINAL,2005,SNAPPERS,VERMILION SNAPPER,35661,49.5
FINAL,2005,TEMPERATE BASSES,STRIPED BASS,272962,30.7
FINAL,2005,TOADFISHES,TOADFISHES,280390,25.6
FINAL,2005,TRIGGERFISHES/FILEFISHES,TRIGGERFISHES/FILEFISHES,18441,66.8
FINAL,2005,TUNAS AND MACKERELS,ATLANTIC MACKEREL,97451,101.5
FINAL,2005,TUNAS AND MACKERELS,KING MACKEREL,101507,26.2
FINAL,2005,TUNAS AND MACKERELS,LITTLE TUNNY/ATLANTIC BONITO,68636,34.1
FINAL,2005,TUNAS AND MACKERELS,OTHER TUNAS/MACKERELS,59774,70.4
FINAL,2005,TUNAS AND MACKERELS,SPANISH MACKEREL,303641,19.9
FINAL,2005,WRASSES,TAUTOG,4887,104.6
FINAL,2006,BARRACUDAS,BARRACUDAS,14769,35.5
FINAL,2006,BLUEFISH,BLUEFISH,5213436,13
FINAL,2006,CARTILAGINOUS FISHES,DOGFISH SHARKS,150924,27.1
FINAL,2006,CARTILAGINOUS FISHES,OTHER SHARKS,1856607,16
FINAL,2006,CARTILAGINOUS FISHES,SKATES/RAYS,1229379,14.2
FINAL,2006,CATFISHES,SALTWATER CATFISHES,1642,100.6
FINAL,2006,CODS AND HAKES,OTHER CODS/HAKES,7897,50.6
FINAL,2006,DOLPHINS,DOLPHINS,32911,39.8
FINAL,2006,DRUMS,ATLANTIC CROAKER,6381434,11.9
FINAL,2006,DRUMS,BLACK DRUM,265369,29
FINAL,2006,DRUMS,KINGFISHES,2509056,14.8
FINAL,2006,DRUMS,OTHER DRUM,1336838,18.8
FINAL,2006,DRUMS,RED DRUM,1042564,15.2
FINAL,2006,DRUMS,SILVER PERCH,469055,29.5
FINAL,2006,DRUMS,SPOT,8196592,15.4
FINAL,2006,DRUMS,SPOTTED SEATROUT,1648155,20.1
FINAL,2006,DRUMS,WEAKFISH,855488,19.3
FINAL,2006,EELS,EELS,15750,70.3
FINAL,2006,FLOUNDERS,OTHER FLOUNDERS,2204605,9.1
FINAL,2006,FLOUNDERS,SOUTHERN FLOUNDER,4695,55.6
FINAL,2006,FLOUNDERS,SUMMER FLOUNDER,118885,43
FINAL,2006,GRUNTS,OTHER GRUNTS,26844,79
FINAL,2006,GRUNTS,PIGFISH,968477,19.1
FINAL,2006,GRUNTS,WHITE GRUNT,31998,71
FINAL,2006,HERRINGS,HERRINGS,1732591,39.6
FINAL,2006,JACKS,BLUE RUNNER,122,100.9
FINAL,2006,JACKS,CREVALLE JACK,1966,75.2
FINAL,2006,JACKS,FLORIDA POMPANO,1194051,36.2
FINAL,2006,JACKS,GREATER AMBERJACK,3289,99.1
FINAL,2006,JACKS,OTHER JACKS,10343,65.9
FINAL,2006,MULLETS,MULLETS,1694575,29.4
FINAL,2006,OTHER FISHES,OTHER FISHES,786952,21.2
FINAL,2006,PORGIES,OTHER PORGIES,2789,99.9
FINAL,2006,PORGIES,PINFISHES,9167012,15.1
FINAL,2006,PORGIES,RED PORGY,2176,72.8
FINAL,2006,PORGIES,SCUP,2140,101
FINAL,2006,PORGIES,SHEEPSHEAD,90502,45.3
FINAL,2006,PUFFERS,PUFFERS,468933,34.2
FINAL,2006,SEA BASSES,BLACK SEA BASS,2162091,11.9
FINAL,2006,SEA BASSES,EPINEPHELUS GROUPERS,54778,29.3
FINAL,2006,SEA BASSES,MYCTEROPERCA GROUPERS,18241,31.1
FINAL,2006,SEA BASSES,OTHER SEA BASSES,1267660,18.3
FINAL,2006,SEAROBINS,SEAROBINS,238911,23.8
FINAL,2006,SNAPPERS,RED SNAPPER,499,100.8
FINAL,2006,SNAPPERS,VERMILION SNAPPER,7856,72.2
FINAL,2006,TEMPERATE BASSES,STRIPED BASS,140165,32.9
FINAL,2006,TEMPERATE BASSES,WHITE PERCH,115000,56.5
FINAL,2006,TOADFISHES,TOADFISHES,313372,23.6
FINAL,2006,TRIGGERFISHES/FILEFISHES,TRIGGERFISHES/FILEFISHES,6921,101.4
FINAL,2006,TUNAS AND MACKERELS,KING MACKEREL,45568,29.1
FINAL,2006,TUNAS AND MACKERELS,LITTLE TUNNY/ATLANTIC BONITO,39901,31.2
FINAL,2006,TUNAS AND MACKERELS,OTHER TUNAS/MACKERELS,29443,28.5
FINAL,2006,TUNAS AND MACKERELS,SPANISH MACKEREL,165098,22.5
FINAL,2006,WRASSES,OTHER WRASSES,1066,74.9
FINAL,2006,WRASSES,TAUTOG,7545,63.1
FINAL,2007,BARRACUDAS,BARRACUDAS,4989,55
FINAL,2007,BLUEFISH,BLUEFISH,6740155,12.4
FINAL,2007,CARTILAGINOUS FISHES,DOGFISH SHARKS,187272,34.4
FINAL,2007,CARTILAGINOUS FISHES,OTHER SHARKS,3105699,25.5
FINAL,2007,CARTILAGINOUS FISHES,SKATES/RAYS,1618483,13.6
FINAL,2007,CODS AND HAKES,OTHER CODS/HAKES,4695,60.6
FINAL,2007,DOLPHINS,DOLPHINS,6908,53.2
FINAL,2007,DRUMS,ATLANTIC CROAKER,3933603,12.4
FINAL,2007,DRUMS,BLACK DRUM,832132,25.6
FINAL,2007,DRUMS,KINGFISHES,2408418,14.8
FINAL,2007,DRUMS,OTHER DRUM,1756848,21.3
FINAL,2007,DRUMS,RED DRUM,818037,13.9
FINAL,2007,DRUMS,SILVER PERCH,1288217,26.3
